date,storage,inflow,outflow,elevation,evaporation
1899-01-01,NA,26.533,0.028,NA,NA
1899-01-02,NA,26.533,0.028,NA,NA
1899-01-03,NA,NA,0.028,NA,NA
1899-01-04,NA,0.17,0.028,NA,NA
1899-01-05,NA,16.48,0.028,NA,NA
1899-01-06,NA,NA,0.028,NA,NA
1899-01-07,NA,14.753,0.028,NA,NA
1899-01-08,NA,NA,0.028,NA,NA
1899-01-09,NA,14.753,0.028,NA,NA
1899-01-10,NA,26.533,0.028,NA,NA
1899-01-11,NA,16.48,0.028,NA,NA
1899-01-12,NA,14.753,0.028,NA,NA
1899-01-13,NA,14.753,0.028,NA,NA
1899-01-14,NA,14.753,0.028,NA,NA
1899-01-15,NA,16.48,0.028,NA,NA
1899-01-16,NA,14.753,0.028,NA,NA
1899-01-17,NA,16.48,0.028,NA,NA
1899-01-18,NA,16.48,0.028,NA,NA
1899-01-19,NA,NA,0.028,NA,NA
1899-01-20,NA,16.48,0.028,NA,NA
1899-01-21,NA,16.48,0.028,NA,NA
1899-01-22,NA,26.533,0.028,NA,NA
1899-01-23,NA,16.48,0.028,NA,NA
1899-01-24,NA,14.753,0.028,NA,NA
1899-01-25,NA,14.753,0.028,NA,NA
1899-01-26,NA,26.533,0.028,NA,NA
1899-01-27,NA,14.753,0.028,NA,NA
1899-01-28,NA,14.753,0.028,NA,NA
1899-01-29,NA,16.48,0.028,NA,NA
1899-01-30,NA,16.48,0.028,NA,NA
1899-01-31,NA,16.48,0.028,NA,NA
1899-02-01,NA,14.753,0.028,NA,NA
1899-02-02,NA,26.873,0.028,NA,NA
1899-02-03,NA,NA,0.028,NA,NA
1899-02-04,NA,16.509,0.028,NA,NA
1899-02-05,NA,26.873,0.028,NA,NA
1899-02-06,NA,16.509,0.028,NA,NA
1899-02-07,NA,26.873,0.028,NA,NA
1899-02-08,NA,16.509,0.028,NA,NA
1899-02-09,NA,26.873,0.028,NA,NA
1899-02-10,NA,26.873,0.028,NA,NA
1899-02-11,NA,NA,0.028,NA,NA
1899-02-12,NA,26.873,0.028,NA,NA
1899-02-13,NA,26.873,0.028,NA,NA
1899-02-14,NA,16.509,0.028,NA,NA
1899-02-15,NA,16.509,0.028,NA,NA
1899-02-16,NA,26.873,0.028,NA,NA
1899-02-17,NA,26.873,0.028,NA,NA
1899-02-18,NA,26.873,0.028,NA,NA
1899-02-19,NA,26.873,0.028,NA,NA
